r/R,y/R
0,0.035714285714286
0.13,0.035701048729321
0.26,0.035661347586622
0.39,0.035595211715501
0.52,0.035502690140572
0.65,0.035383851445409
0.78,0.03523878372171
0.91,0.035067594503994
0.92,0.035053347658337
0.93,0.035038947051548
0.939999999999999,0.035024392746794
0.95,0.035009684807919
0.959999999999999,0.034994823299437
0.969999999999999,0.03497980828654
0.98,0.03496463983509
0.99,0.034949318011624
1,0.03493384288335
