r/R,y/R
0.0,0.0160786474050371
0.13,0.0161420163513042
0.26,0.0161934196864178
0.39,0.0162328193065681
0.52,0.016260186005953
0.65,0.0162754994984277
0.78,0.0162787484325417
0.91,0.0162699303999541
0.92,0.0162569167575472
0.93,0.0161901027741075
0.939999999999999,0.0159270614711799
0.95,0.0152831580089625
0.959999999999999,0.0144431680892765
0.969999999999999,0.0135495574814228
0.98,0.0126442303560578
0.99,0.0117390303135959
1.0,0.0108339692549536
