Alpha,Cl,Cd,Cm
-25.0,-0.73613663309711,0.36635128399133793,0.04383283875186137
-24.5,-0.7222160887501416,0.35576655569219195,0.040128099677073585
-24.000000000000004,-0.7080501032981529,0.3452788487735037,0.03646647156589499
-23.5,-0.6936287581604137,0.3349469164027685,0.032841182166153685
-23.0,-0.6788402986020484,0.3247556995602788,0.029266211118129257
-22.5,-0.6635340425095446,0.3147153997233256,0.025706305311302507
-22.0,-0.6482362483402262,0.3049053397948152,0.02210051209683522
-21.5,-0.6330152019686144,0.2953284216263669,0.018502289482545817
-21.0,-0.6177044411187962,0.2859962050448492,0.014951795636995672
-20.5,-0.6022454270406217,0.2768915405663471,0.011447241921389092
-20.0,-0.5866659708170159,0.2679882553395715,0.00798747932788842
-19.5,-0.5709330593959921,0.25924513067521243,0.004613571802559696
-19.0,-0.5551233938569767,0.25068250488194055,0.0012922973994134322
-18.5,-0.5392750108586726,0.2422950765648466,-0.00197274987144241
-18.0,-0.523367135852156,0.23407823779400852,-0.005158790410589987
-17.5,-0.5074866761628505,0.22602881874804062,-0.008272491986871444
-17.0,-0.4916928640549767,0.21814341785494906,-0.01130839941553199
-16.5,-0.476047054079902,0.2104199444875434,-0.014257096550347754
-16.0,-0.4613853311937843,0.20236471510484497,-0.016719770399775336
-15.5,-0.44606072599792124,0.19520646389175195,-0.019292086490402757
-14.999999999999998,-0.4309914658224643,0.1882613812172287,-0.021823796343432275
-14.500000000000002,-0.41645752747932124,0.18146972304420908,-0.024220974406079048
-14.0,-0.40276963507580965,0.17486081307566023,-0.026419911152771685
-13.5,-0.39046191907156014,0.16853336125760787,-0.028338779034259593
-13.0,-0.380407459319743,0.16269020078285895,-0.029874361920529925
-12.5,-0.3679576346738229,0.15591086254069142,-0.031602079383841804
-12.000000000000002,-0.3567841772810901,0.14887192501194557,-0.03305751171626806
-11.5,-0.34753452258933487,0.14173116288915058,-0.03402515214120794
-11.0,-0.3401758813849642,0.13450102420368265,-0.03448398726976406
-10.5,-0.3355626020969472,0.12720341915365277,-0.03396571876077048
-10.0,-0.41541702145477355,0.12975343229463832,-0.029512974734345523
-9.5,-0.4021317577617663,0.12112874281767975,-0.03170521581534771
-9.0,-0.3909963121295801,0.11296316502602165,-0.03317527203478026
-8.5,-0.38340670225679757,0.10518646627662077,-0.033735500502893104
-8.0,-0.3746889488860136,0.09711528023615615,-0.03531655105460096
-7.499999999999999,-0.3495189647042683,0.08687839548560404,-0.043978338730095705
-7.0,-0.3157194473972702,0.07892568916999697,-0.05262723363845091
-6.5,-0.28381656195829064,0.06957465342954157,-0.06315972538264288
-6.000000000000001,-0.25622261832925297,0.060085436549211294,-0.07390795933256047
-5.5,-0.22306758732653834,0.05024558386252173,-0.08557307579595623
-5.0,-0.17424953779793678,0.03822101475824396,-0.10184305861594674
-4.5,-0.11331674925574926,0.025481380426362867,-0.11589343909099063
-4.0,-0.04311943297450123,0.014285865019469811,-0.12372410728150209
-3.5,0.033239163411120244,0.009362299977092826,-0.12550898061669646
-3.0000000000000004,0.10874422843922901,0.007959928386044347,-0.12536371711856917
-2.5,0.18318093907655894,0.00725751261368105,-0.12525479593302813
-2.0,0.2558780282378003,0.006967836476992629,-0.1252588090838764
-1.5000000000000002,0.328125665402899,0.0066797716079314284,-0.12564088093210868
-1.0,0.3997085063719013,0.006386628491937111,-0.1262024511336544
-0.5,0.4709213788582274,0.006164592697825272,-0.1268003520410167
0.0,0.5417595968124805,0.005810195548446699,-0.12754732288849785
0.5,0.6118375583147608,0.005478359887328852,-0.12798557260186283
1.0,0.673897714947123,0.004930023030289348,-0.12594115579277007
1.5000000000000002,0.7426719569162115,0.00532891396444469,-0.12556987228936625
2.0,0.8085400468073967,0.006050241378330927,-0.12458934238225895
2.5,0.8616010763199896,0.008105370734778536,-0.12180143368415756
3.0000000000000004,0.9150590810416878,0.010104435105823642,-0.11858777202452232
3.5,0.9819861609566625,0.01077961889310201,-0.11676795588767606
4.0,1.0452781691683055,0.011835867880629599,-0.11376951595783343
4.5,1.0970497578504255,0.013784647094049064,-0.10837506359467364
5.0,1.1468972234568613,0.015860140552967947,-0.10233007163338709
5.5,1.1958864616459959,0.018409433406957047,-0.09574311864705105
6.000000000000001,1.2409650074796261,0.022328149811063968,-0.08848581399648137
6.5,1.2678288545460783,0.02773024629363479,-0.07943763347660157
7.0,1.2673323624351267,0.03358279172115799,-0.06814655955875039
7.499999999999999,1.2488327828292212,0.04077799973414796,-0.058549180210955495
8.0,1.2214522993532368,0.049802908996822604,-0.053459018521071336
8.5,1.1892648895049815,0.06120172964306384,-0.05407198523902618
9.0,1.1561434478640975,0.07550810631660451,-0.060700985169864816
9.5,1.1265922029127888,0.09286565884349104,-0.07174754645134901
10.0,1.106964578315714,0.11122199474007527,-0.08221263853689974
10.5,1.0956284913155676,0.12672185903658037,-0.08997661855152937
11.0,1.0916549716797208,0.14104607919927953,-0.09696745903041543
11.5,1.0940169507861612,0.1547081154095286,-0.10365148467283568
12.000000000000002,1.1007505543005538,0.1680556683082244,-0.11020188407271463
12.5,1.114248705783196,0.1796675504977116,-0.1158955011478488
13.0,1.129750722826084,0.1905089138480124,-0.1212293280936034
13.5,1.1444217073514518,0.20447722403269256,-0.12856285914188606
14.0,1.1633328743285443,0.2170952581574871,-0.13499408366732818
14.500000000000002,1.184386754360136,0.22741021108598983,-0.140499392604068
14.999999999999998,1.204931472390847,0.2414086368988383,-0.14750518598403056
15.5,1.2275064987565072,0.2533961257301802,-0.15370584725807593
16.0,1.2503768399918378,0.2648661879666501,-0.15986281061269336
16.5,1.2740996629152326,0.27874070795825207,-0.16673504808370682
