x/c,y/c
1,0.0058671991718
0.9956110843242,0.0064319944831
0.9876595172098,0.0075648361015
0.9792279408438,0.0086755445291
0.9707653659723,0.0097772441128
0.9623307922708,0.0108779513931
0.9538832200863,0.0119716548617
0.9453976505529,0.0130513473947
0.9368940862413,0.0141100342889
0.9283905277260,0.0151477205127
0.9198949741585,0.0161684084019
0.9114014250710,0.0171730963324
0.9029068800919,0.0181627835080
0.8944083391254,0.0191374691006
0.8859048015875,0.0200991528981
0.8773972680621,0.0210458351127
0.8688877386131,0.0219775162964
0.8603772129965,0.0228951967571
0.8518656917642,0.0237968764310
0.8433531746403,0.0246835553500
0.8348406622087,0.0255532337262
0.8263271538854,0.0264079113476
0.8178126499465,0.0272465881822
0.8092961503600,0.0280692639539
0.8007776548499,0.0288769386948
0.7922581631721,0.0296706127126
0.7837356758149,0.0304482853917
0.7752111919820,0.0312129571036
0.7666857122574,0.0319626280607
0.7581592363652,0.0326982982948
0.7496307645494,0.0334189674980
0.7411022965979,0.0341256362542
0.7325718324467,0.0348183040115
0.7240413727119,0.0354949712579
0.7155089167774,0.0361576375054
0.7069764652592,0.0368043032421
0.6984420175414,0.0374369679798
0.6899075739639,0.0380546322386
0.6813711344628,0.0386572954666
0.6728336990700,0.0392449579396
0.6642952675095,0.0398186196897
0.6557558403334,0.0403762806529
0.6472144169577,0.0409199406172
0.6386739980302,0.0414476003467
0.6301315831792,0.0419602590452
0.6215891724684,0.0424579172650
0.6130447661100,0.0429395744218
0.6045013636478,0.0434072314078
0.5959559658140,0.0438578872990
0.5874105721205,0.0442935427113
0.5788641828114,0.0447131973368
0.5703167976106,0.0451178512074
0.5617694171021,0.0455055045353
0.5532210409780,0.0458771570763
0.5446726695461,0.0462318090747
0.5361233024986,0.0465704602862
0.5275739398674,0.0468931109870
0.5190235821726,0.0471977608370
0.5104732291701,0.0474854101444
0.5019218808280,0.0477560586330
0.4933705371782,0.0480097065789
0.4848191984967,0.0482453539501
0.4762678647835,0.0484630007467
0.4677165360386,0.0486626469686
0.4591642125061,0.0488432923080
0.4506118939420,0.0490059370727
0.4420605809301,0.0491485814749
0.4335082731306,0.0492722249946
0.4249559705755,0.0493768679077
0.4164036735407,0.0494615101822
0.4078523823343,0.0495251520624
0.3993010969242,0.0495677932721
0.3907488170025,0.0495904335674
0.3821985429410,0.0495920737442
0.3736482752280,0.0495707131868
0.3650980133113,0.0495283519589
0.3565487580510,0.0494619902409
0.3480005088949,0.0493736280966
0.3394522663633,0.0492612651860
0.3309060305200,0.0491249020613
0.3223598015771,0.0489635381385
0.3138145795666,0.0487771736935
0.3052713650724,0.0485638089386
0.2967291575106,0.0483254436617
0.2881879577092,0.0480590777668
0.2796497657320,0.0477647118061
0.2711125815153,0.0474423452275
0.2625774056430,0.0470899782433
0.2540442381150,0.0467076108533
0.2455140792394,0.0462942433017
0.2369859295362,0.0458478752486
0.2284617890693,0.0453685072460
0.2199396580508,0.0448551387101
0.2114215370966,0.0443057701289
0.2029064264509,0.0437194011945
0.1943963264535,0.0430950324271
0.1858912379324,0.0424296637309
0.1773911608877,0.0417232951058
0.1688970959033,0.0409739267641
0.1604100435631,0.0401795589179
0.1519300049713,0.0393361914395
0.1434569806799,0.0384418242650
0.1349929713047,0.0374944578827
0.1265389782578,0.0364890924090
0.1180970021550,0.0354237283319
0.1096700439203,0.0342953663838
0.1012581057616,0.0330960063094
0.0928651889109,0.0318216490849
0.0844942962240,0.0304622952192
0.0761484297288,0.0290109453169
0.0678345921331,0.0274586010227
0.0595707873235,0.0257932669218
0.0513710229236,0.0239889460486
0.0432213059389,0.0220186336767
0.0351376379842,0.0198783340948
0.0272640358015,0.0175240856446
0.0196945382740,0.0148259101217
0.0125061558645,0.0117548278535
0.0065817682651,0.0088490997392
0.0029872944082,0.0065260333263
0.0013568697269,0.0042525105764
0.0006303530099,0.0024172513295
0.0002547197024,0.0010451037460
0.0000000000000,0.0000000000000
0.0000672607675,-0.0009370114204
0.0004445830470,-0.0020609432453
0.0012439869751,-0.0034317664761
0.0027815000293,-0.0051123959027
0.0056971481617,-0.0071226555121
0.0107719565816,-0.0094633297665
0.0176558056405,-0.0117415027257
0.0253635722546,-0.0136254356680
0.0334192586166,-0.0151782619890
0.0416328790862,-0.0164740364945
0.0499374475335,-0.0175707795294
0.0583019734574,-0.0185065008634
0.0667124649676,-0.0193122053502
0.0751529279016,-0.0200108981406
0.0836133660805,-0.0206175824736
0.0920917824766,-0.0211432592523
0.1005851803064,-0.0215999296880
0.1090895616502,-0.0219955951400
0.1176039278564,-0.0223352560441
0.1261252804851,-0.0226249134198
0.1346526208846,-0.0228695677028
0.1431839503710,-0.0230742196047
0.1517202700805,-0.0232428689773
0.1602595802251,-0.0233765164044
0.1688008821530,-0.0234801623217
0.1773461759281,-0.0235538061772
0.1858934628666,-0.0236024486826
0.1944427432446,-0.0236270898697
0.2029930173060,-0.0236287300466
0.2115462856669,-0.0236093687250
