x/c,y/c
1,-0.0004966
0.9943268,0.0015557
0.9845769,0.0049922
0.9729076,0.0090136
0.9586211,0.0138017
0.941958,0.0192002
0.9253661,0.0243785
0.908302,0.0295011
0.8912203,0.034425
0.8742417,0.0391196
0.8570435,0.0436752
0.8396204,0.048088
0.8221322,0.0523126
0.8046597,0.0563279
0.7871837,0.060139
0.7696594,0.06376
0.7520729,0.0671972
0.7344399,0.070449
0.7167791,0.0735095
0.6990969,0.0763749
0.6813903,0.0790441
0.6636554,0.0815171
0.6458921,0.083793
0.6281032,0.0858714
0.6102919,0.087752
0.5924609,0.0894349
0.5746124,0.0909203
0.5567477,0.0922085
0.5388676,0.0933002
0.520973,0.0941964
0.5030677,0.0948985
0.4851576,0.0954072
0.4672471,0.0957219
0.4493342,0.0958421
0.4314118,0.0957683
0.4134785,0.0955046
0.3955471,0.0950553
0.3776405,0.0944215
0.3597635,0.0935986
0.3418874,0.0925804
0.3239587,0.091385
0.305946,0.0900581
0.2878663,0.0886487
0.2697815,0.0871631
0.2517605,0.0855683
0.2338572,0.083831
0.2161136,0.0819033
0.198555,0.0797011
0.1811913,0.0771294
0.1641216,0.0740988
0.1473089,0.0705139
0.1302469,0.0663804
0.1130254,0.0618321
0.0961041,0.0569562
0.0796978,0.0516758
0.0639818,0.0458094
0.0489801,0.0391463
0.0349175,0.0315623
0.0218554,0.0229539
0.0101023,0.013392
0.0024547,0.0055179
0.0005196,0.0023278
0.0000096,0.0003111
0.0004843,-0.0014912
0.0021387,-0.0027258
0.0047756,-0.0033365
0.0123555,-0.0036695
0.0152085,-0.0037485
0.0174945,-0.0038003
0.0196812,-0.0038408
0.0217531,-0.0038715
0.0234677,-0.0038915
0.0253882,-0.0039084
0.0271329,-0.003919
0.0291286,-0.0039259
0.0309061,-0.0039276
0.0335412,-0.0039231
0.0361753,-0.0039108
0.0397685,-0.0038829
0.0438897,-0.0038379
0.048905,-0.0037684
0.0595407,-0.0035914
0.0662172,-0.0034663
0.0715426,-0.0033575
0.0767468,-0.0032424
0.0825137,-0.0031036
0.0896147,-0.0029147
0.1025293,-0.0025123
0.1134731,-0.0021071
0.1221658,-0.0017465
0.1304294,-0.0013752
0.1389527,-0.0009663
0.1484649,-0.0004824
0.1605238,0.000166
0.1769494,0.0010972
0.1901695,0.0018751
0.2015835,0.0025606
0.2122317,0.003207
0.22263,0.0038406
0.2331679,0.0044813
0.2441262,0.0051419
0.2558092,0.0058348
0.2686357,0.0065758
0.2831532,0.007381
0.2999902,0.0082572
0.3174573,0.0090871
0.3342855,0.009809
0.3512772,0.010463
0.3689031,0.0110642
0.3869093,0.0115998
0.4046047,0.012051
0.4222559,0.0124287
0.4400517,0.012738
0.4580615,0.0129797
0.4762248,0.0131529
0.494382,0.013258
0.5125522,0.0132979
0.5307335,0.0132752
0.5488528,0.0131931
0.5669174,0.0130545
0.5849483,0.0128611
0.6029722,0.0126142
0.6210224,0.012315
0.6391385,0.0119638
0.6572891,0.0115642
0.6753264,0.0111246
0.6932626,0.0106507
0.7111486,0.0101464
0.7290664,0.0096146
0.747126,0.0090565
0.7651324,0.0084826
0.7826843,0.0079075
0.7996793,0.007336
0.8160481,0.0067717
0.8317548,0.0062177
0.8467905,0.0056757
0.8611665,0.0051469
0.8749073,0.0046318
0.8880454,0.0041304
0.9006178,0.0036424
0.9126626,0.0031675
0.9242178,0.0027051
0.9353199,0.0022544
0.9460034,0.0018149
0.9563005,0.0013859
0.9662408,0.0009667
0.9758516,0.0005567
0.985158,0.0001552
0.9941829,-0.0002383
1,-0.0004966
