x/c,y/c
1,-0.0005529
0.9920469,0.0022116
0.9789271,0.0066518
0.9642795,0.0114553
0.9481948,0.0165451
0.9315886,0.0215993
0.915035,0.0264407
0.8982007,0.0311689
0.8813606,0.0357076
0.8645452,0.0400514
0.847617,0.044236
0.830564,0.0482616
0.813445,0.0521124
0.796305,0.0557779
0.779153,0.0592567
0.7619736,0.0625525
0.7447548,0.0656686
0.7274984,0.0686051
0.7102176,0.0713537
0.6929215,0.0738915
0.675606,0.0761959
0.658259,0.078263
0.6408733,0.0801125
0.6234506,0.0817645
0.6059995,0.0832346
0.5885283,0.0845336
0.5710428,0.0856722
0.5535462,0.0866572
0.5360406,0.0874906
0.5185294,0.088174
0.5010169,0.0887075
0.4835071,0.0890857
0.4660001,0.0893022
0.4484927,0.0893507
0.4309788,0.0892365
0.4134545,0.0889767
0.3959207,0.0885891
0.3783832,0.0880869
0.3608503,0.0874648
0.3433289,0.0867131
0.325824,0.0858218
0.3083398,0.0847769
0.2908817,0.083553
0.2734566,0.082123
0.2560725,0.0804609
0.2387343,0.0785434
0.2214356,0.0763481
0.2041582,0.0738826
0.1868909,0.0711778
0.1696406,0.0682633
0.1524389,0.0651184
0.1353361,0.061692
0.1184001,0.0578983
0.1016782,0.0535946
0.0851878,0.0486703
0.0689896,0.0430345
0.0532157,0.0365812
0.0378696,0.0292161
0.0231752,0.0208749
0.0095694,0.0115204
0.0017856,0.0041281
0.0002072,0.0010873
0.0000519,-0.0007075
0.0013513,-0.0026734
0.0041546,-0.0037709
0.0107051,-0.0043995
0.0180707,-0.0048621
0.0210683,-0.0050235
0.0241505,-0.0051746
0.0270189,-0.0053024
0.0296954,-0.0054111
0.0320502,-0.0054988
0.0343599,-0.0055781
0.0367949,-0.0056546
0.0390745,-0.0057203
0.0417616,-0.0057906
0.0452727,-0.0058718
0.0484044,-0.0059351
0.0528258,-0.0060114
0.0581923,-0.006087
0.0642921,-0.0061555
0.0716049,-0.0062221
0.0836886,-0.0063231
0.0929389,-0.0064042
0.1005431,-0.0064706
0.1074264,-0.0065283
0.1139057,-0.0065787
0.12035,-0.0066236
0.1275919,-0.0066658
0.1365887,-0.006703
0.1500312,-0.0067187
0.1647936,-0.0066689
0.1761403,-0.006584
0.1862525,-0.0064775
0.1959161,-0.0063511
0.2058554,-0.0061984
0.2165791,-0.0060107
0.2287998,-0.0057717
0.2437788,-0.0054488
0.2610624,-0.0050453
0.2757149,-0.0046828
0.288811,-0.0043452
0.3009913,-0.0040211
0.3125933,-0.0037047
0.3238253,-0.0033925
0.3348324,-0.0030819
0.3457269,-0.002771
0.3566045,-0.0024581
0.3675534,-0.0021417
0.3786618,-0.0018202
0.3900229,-0.001492
0.4017403,-0.0011554
0.413955,-0.0008078
0.4268595,-0.0004458
0.44059,-0.0000684
0.4552941,0.0003246
0.4711264,0.0007323
0.4881279,0.0011487
0.5054526,0.0015466
0.5222164,0.0019048
0.5387234,0.0022311
0.555208,0.0025301
0.5718583,0.0028043
0.5887878,0.0030537
0.6060499,0.003277
0.6235874,0.0034708
0.6410415,0.0036303
0.6584034,0.0037557
0.6757552,0.0038479
0.6931519,0.003907
0.7106213,0.0039328
0.7281633,0.0039248
0.7457479,0.0038827
0.7633122,0.0038064
0.7807826,0.0036967
0.798089,0.0035547
0.8151679,0.0033821
0.8319648,0.0031808
0.8484354,0.0029531
0.8645458,0.0027013
0.8802722,0.0024279
0.8955996,0.002135
0.9105211,0.0018248
0.9250363,0.0014995
0.9391497,0.0011608
0.9528701,0.0008104
0.9662089,0.0004497
0.9791799,0.0000801
0.9917979,-0.0002973
1,-0.0005529
