x/c,y/c
1.00E+00,0.00E+00
9.91E-01,2.24E-03
9.77E-01,5.71E-03
9.62E-01,9.30E-03
9.45E-01,1.30E-02
9.28E-01,1.67E-02
9.12E-01,2.02E-02
8.95E-01,2.35E-02
8.78E-01,2.68E-02
8.61E-01,3.00E-02
8.44E-01,3.31E-02
8.27E-01,3.61E-02
8.10E-01,3.90E-02
7.93E-01,4.18E-02
7.76E-01,4.46E-02
7.59E-01,4.72E-02
7.42E-01,4.95E-02
7.25E-01,5.15E-02
7.08E-01,5.34E-02
6.91E-01,5.50E-02
6.73E-01,5.65E-02
6.56E-01,5.79E-02
6.39E-01,5.93E-02
6.22E-01,6.06E-02
6.04E-01,6.18E-02
5.87E-01,6.29E-02
5.70E-01,6.40E-02
5.53E-01,6.50E-02
5.35E-01,6.60E-02
5.18E-01,6.69E-02
5.01E-01,6.77E-02
4.84E-01,6.85E-02
4.66E-01,6.91E-02
4.49E-01,6.98E-02
4.32E-01,7.03E-02
4.14E-01,7.09E-02
3.97E-01,7.14E-02
3.80E-01,7.19E-02
3.62E-01,7.24E-02
3.45E-01,7.29E-02
3.28E-01,7.33E-02
3.11E-01,7.37E-02
2.93E-01,7.40E-02
2.76E-01,7.41E-02
2.59E-01,7.41E-02
2.42E-01,7.37E-02
2.24E-01,7.31E-02
2.07E-01,7.19E-02
1.90E-01,7.01E-02
1.73E-01,6.78E-02
1.57E-01,6.51E-02
1.40E-01,6.19E-02
1.23E-01,5.82E-02
1.06E-01,5.40E-02
8.99E-02,4.92E-02
7.38E-02,4.37E-02
5.79E-02,3.75E-02
4.25E-02,3.04E-02
2.75E-02,2.23E-02
1.33E-02,1.32E-02
1.65E-03,3.64E-03
1.12E-05,2.52E-04
7.32E-04,-1.57E-03
3.39E-03,-2.83E-03
8.17E-03,-3.38E-03
1.88E-02,-3.74E-03
2.33E-02,-3.87E-03
2.65E-02,-3.95E-03
3.03E-02,-4.05E-03
3.27E-02,-4.10E-03
3.54E-02,-4.15E-03
3.89E-02,-4.22E-03
4.11E-02,-4.26E-03
0.0437862,-0.0043019
0.0458816,-0.004333
0.0491012,-0.0043766
0.057596,-0.0044686
0.0612643,-0.0044989
0.0687811,-0.0045449
0.0793231,-0.0045778
0.0945015,-0.0045752
0.1210198,-0.0044907
0.1345847,-0.0044232
0.1428691,-0.0043741
0.1486314,-0.0043363
0.1561457,-0.0042825
0.1650156,-0.0042124
0.1747933,-0.0041268
0.1853125,-0.0040247
0.1966334,-0.0039031
0.2091571,-0.0037544
0.2242205,-0.0035552
0.2409289,-0.0033082
0.2522208,-0.0031266
0.2629353,-0.0029444
0.2735308,-0.0027555
0.2840181,-0.002561
0.2944047,-0.0023617
0.3046935,-0.0021584
0.3148841,-0.0019521
0.3249735,-0.0017437
0.3349574,-0.0015341
0.3448309,-0.0013243
0.3545886,-0.0011151
0.3642259,-0.0009072
0.3737396,-0.0007014
0.3831291,-0.0004983
0.392398,-0.0002985
0.4015566,-0.0001021
0.410625,0.0000907
0.4196374,0.0002802
0.4286487,0.0004671
0.4377437,0.0006526
0.4471412,0.0008403
0.4575848,0.0010436
0.4694502,0.0012668
0.4831515,0.0015128
0.4992993,0.0017842
0.5174802,0.0020625
0.5341785,0.002291
0.5496955,0.0024806
0.5645291,0.0026419
0.5789842,0.0027807
0.5932792,0.0029005
0.6075959,0.0030037
0.6221566,0.0030916
0.6374627,0.0031662
0.6537668,0.0032259
0.6712222,0.0032681
0.6888734,0.0032885
0.7058856,0.0032872
0.7224072,0.0032661
0.7385629,0.0032267
0.7544512,0.0031697
0.7701539,0.0030958
0.7857422,0.0030049
0.8012819,0.0028971
0.8168373,0.002772
0.8324754,0.0026288
0.8482703,0.0024664
0.8643087,0.0022833
0.8807121,0.0020771
0.8978893,0.0018405
0.9149196,0.0015853
0.9312874,0.0013204
0.9470177,0.0010479
0.9621544,0.0007689
0.976747,0.0004845
0.990846,0.0001954
0.9999999,0
