x/c,y/c
1,-0.0010696
0.993751,0.00126
0.9829073,0.0051726
0.9700555,0.0096943
0.9549034,0.0148661
0.9382102,0.0203664
0.9214617,0.0256791
0.9045239,0.0308445
0.8878304,0.0357339
0.8710974,0.0404376
0.8541757,0.044997
0.8371152,0.0493962
0.8200116,0.0536102
0.8029026,0.0576313
0.7857747,0.0614632
0.7686076,0.0651082
0.7513931,0.0685654
0.734133,0.0718347
0.7168333,0.0749177
0.6995021,0.0778156
0.6821461,0.0805265
0.6647677,0.0830471
0.6473643,0.0853757
0.6299329,0.0875131
0.6124753,0.0894607
0.5949982,0.0912189
0.5775076,0.0927859
0.5600038,0.0941597
0.5424827,0.0953405
0.5249419,0.0963314
0.5073848,0.0971358
0.4898196,0.0977552
0.4722513,0.0981894
0.4546786,0.0984378
0.4370965,0.0985022
0.4195048,0.0983865
0.4019118,0.0980947
0.3843297,0.0976263
0.3667631,0.0969777
0.349206,0.0961458
0.3316407,0.0951424
0.3140376,0.0939891
0.2963564,0.0927063
0.2785672,0.091313
0.2607358,0.0898362
0.2429127,0.0883028
0.2251906,0.0867327
0.207739,0.0850545
0.1905241,0.0831373
0.1735014,0.0808815
0.1568716,0.0782137
0.1406175,0.0749709
0.1246651,0.0710453
0.1084737,0.0663479
0.0921556,0.0611289
0.0763089,0.0555276
0.0612364,0.0494941
0.0471224,0.0428323
0.0342217,0.0353966
0.0226852,0.0270951
0.0129746,0.0182739
0.0064471,0.0109865
0.002968,0.0064321
0.0010872,0.0035147
0.000199,0.0012619
0.0000231,-0.0006758
0.0008259,-0.0024314
0.0026859,-0.0035624
0.0060306,-0.0041206
0.0122788,-0.0043215
0.0155806,-0.0043928
0.0182075,-0.0044342
0.020566,-0.0044606
0.0227996,-0.0044768
0.0249862,-0.0044848
0.0271816,-0.0044855
0.0294367,-0.0044792
0.0318089,-0.0044655
0.0343774,-0.0044431
0.0372719,-0.0044094
0.0407607,-0.0043585
0.0456589,-0.0042716
0.0553106,-0.0040673
0.062509,-0.0038959
0.0684189,-0.0037419
0.0742887,-0.0035757
0.0808566,-0.0033723
0.0895996,-0.00307
0.1029914,-0.0025284
0.1133558,-0.0020443
0.1225841,-0.0015709
0.1319583,-0.0010539
0.1424583,-0.000437
0.1557732,0.0003928
0.1713112,0.0014125
0.184136,0.0022842
0.1958195,0.0030941
0.2071393,0.0038868
0.2185467,0.0046875
0.23041,0.0055155
0.2431119,0.0063893
0.2571,0.0073263
0.2728479,0.0083358
0.2902167,0.0093757
0.3072794,0.0103117
0.3243217,0.0111601
0.3418306,0.0119398
0.3595166,0.0126311
0.3769665,0.0132195
0.3944229,0.0137184
0.4120258,0.0141341
0.4297945,0.0144684
0.4476555,0.0147218
0.4655328,0.014896
0.4833795,0.0149945
0.5011812,0.0150214
0.5189493,0.01498
0.5367037,0.0148719
0.5544635,0.0146985
0.5722475,0.0144606
0.590073,0.0141603
0.6079483,0.0138036
0.6258536,0.0133987
0.6437522,0.0129542
0.6616423,0.0124784
0.6794358,0.0119801
0.6970613,0.0114632
0.7144555,0.0109302
0.7315632,0.0103839
0.748339,0.0098268
0.7647471,0.0092616
0.7807612,0.0086904
0.7963638,0.0081154
0.8115451,0.0075384
0.8263015,0.006961
0.8406349,0.0063845
0.8545515,0.00581
0.8680604,0.0052384
0.8811731,0.0046705
0.8939027,0.0041068
0.9062633,0.0035478
0.9182695,0.0029939
0.9299361,0.0024452
0.941278,0.0019021
0.9523096,0.0013645
0.963045,0.0008326
0.973498,0.0003063
0.9836815,-0.0002143
0.9936082,-0.0007292
1,-0.0010696
