Alpha,Cl,Cd,Cm
-25.0,-1.1308542058690891,0.44331568652450465,0.1134385583490806
-24.5,-1.104961445066837,0.4308273171626391,0.10674537124302211
-24.000000000000004,-1.0786359546226183,0.41837205669568855,0.10016456700452456
-23.5,-1.051500562461683,0.405933013325224,0.09364756548396311
-23.0,-1.0244833543661869,0.39376389622707314,0.08713161848120309
-22.5,-0.9974403890933382,0.3818105189875603,0.08066237446432886
-22.0,-0.9704667205600125,0.3701037677524541,0.07429286661546744
-21.5,-0.9435615444779558,0.358639032981832,0.06806300433928052
-21.0,-0.9166265372643225,0.34738835078914587,0.061936045270463966
-20.5,-0.8897074457751453,0.3362714580306892,0.05597681879203389
-20.0,-0.8626939105410645,0.3252389713318554,0.05012151515251832
-19.5,-0.8356239629263557,0.3143003896601759,0.0443669587813082
-19.0,-0.8085675351759859,0.3034836441108045,0.038724208965644394
-18.5,-0.7815650397295364,0.2927847143234317,0.03319753212121205
-18.0,-0.7546639179564512,0.28220129118415266,0.027792413518792327
-17.5,-0.7279204702493145,0.27173362926524,0.02251576629102725
-17.0,-0.7014028277873005,0.2613855362240224,0.017376392912609562
-16.5,-0.6751597175859421,0.25117352837695,0.012413469792609726
-16.0,-0.6492020672154594,0.24106288874060944,0.00759216211695889
-14.999999999999998,-0.5997558252788254,0.22076084960954648,-0.0009849902612876949
-14.500000000000002,-0.5752107163424625,0.21127512302224527,-0.005195550335398935
-14.0,-0.5511112478922939,0.20190801837024008,-0.00928203432377135
-13.5,-0.5274306436058106,0.19257629041095675,-0.013242576442499118
-13.0,-0.5044335699222968,0.18329377104927042,-0.017029365173688447
-12.5,-0.48240062236856934,0.1740999675959546,-0.020592135683484867
-12.000000000000002,-0.4606160038343991,0.1648680069988612,-0.024030641410748538
-11.5,-0.4398702692867241,0.15573858174635472,-0.027490100162540214
-11.0,-0.421427629088543,0.14678009050187132,-0.0304543212174371
-10.5,-0.4049345395041243,0.13800244722302543,-0.032877616889939364
-10.0,-0.3921367428127978,0.12963775201198594,-0.03405711643569703
-9.5,-0.3818081676753832,0.12157049162428528,-0.03489507419905416
-7.499999999999999,-0.19912443568976473,0.0690477329165732,-0.06943613941577774
-7.0,-0.18760107239614746,0.06215691692306056,-0.06982643732016768
-6.5,-0.24543589676499447,0.06956347461474735,-0.06955652993952433
-6.000000000000001,-0.22453441798076992,0.062032962617932855,-0.0751712402236846
-5.5,-0.1807208851933069,0.05357922980491134,-0.08704815222117634
-5.0,-0.1322276202131691,0.04361210548524597,-0.1000897784988709
-4.5,-0.07682684492926038,0.028280834812428816,-0.11654630445739704
-4.0,-0.00956528070616945,0.01675564966737353,-0.12475371545728638
-3.5,0.06415211384498637,0.009966767182116566,-0.1276426500840984
-3.0000000000000004,0.13814763016181864,0.008214781512688599,-0.12769321655775315
-2.5,0.21138624144756346,0.007440982289165875,-0.12771480803458488
-2.0,0.28363643695418456,0.007012980186526537,-0.12787838217492084
-1.5000000000000002,0.3546201577608598,0.006836382739751056,-0.12816169419833157
-1.0,0.42516457537454155,0.006532075967507996,-0.1287399414876871
-0.5,0.49531288642196886,0.006260984432415622,-0.1294323037515264
0.0,0.5650303625995388,0.0058657989307115965,-0.1302583015325291
0.5,0.6338434293317365,0.005477114496537268,-0.13076490803796756
1.0,0.695545635756451,0.004910899223278458,-0.12895486973851605
1.5000000000000002,0.764551311246886,0.005175004607383175,-0.12896313824410827
2.0,0.8314924670765855,0.005617841565003447,-0.12840684115092735
2.5,0.8952982635868098,0.006369371067384869,-0.1271728184579995
3.0000000000000004,0.9500545316707946,0.007947183060815252,-0.12445823593989433
3.5,0.996309212412792,0.010199587913093298,-0.12020092251651848
4.0,1.0569717756192398,0.01121417704620707,-0.11744633609441557
4.5,1.1175421050728997,0.012236905209326795,-0.1141637419470806
5.0,1.1668140706444012,0.014034354981740244,-0.1084731701471805
5.5,1.2142390512635257,0.01576581059932788,-0.1021799335242474
6.000000000000001,1.2511068335000417,0.018195201933553992,-0.09387799325654453
6.5,1.2813475878450782,0.02155325606045548,-0.08458766766044247
7.0,1.3084487346455604,0.026133070577886542,-0.07562017058538788
7.499999999999999,1.314781905760066,0.032178524586218914,-0.06578141494388869
8.0,1.302284024302771,0.03959586588748949,-0.05714547664885246
8.5,1.2782888999022397,0.04870693140828914,-0.05195640745679134
9.0,1.248756307690665,0.05985893150309509,-0.051524502167984015
9.5,1.2181420975823398,0.07328335977961722,-0.056129959120009607
10.0,1.1903068711567313,0.08898355390497695,-0.06495276933307835
10.5,1.1691513898907044,0.10605574030205502,-0.0752493408803136
11.0,1.154429566414326,0.12274239410506892,-0.0837922770100712
11.5,1.1399116512545413,0.13938425541469338,-0.09207766021907214
12.000000000000002,1.1374542173482207,0.1542772308674127,-0.09921080123018075
12.5,1.1401682547428849,0.16884142764471644,-0.10634914785355892
13.0,1.1484131435823821,0.18284410570564744,-0.11333469826075938
13.5,1.1613296318154243,0.1958715849204948,-0.1198839296230446
14.0,1.179564133800681,0.20671945947604173,-0.12547347252193472
14.500000000000002,0.9331249225371853,0.18514593650142538,-0.08621454677459578
