x/c,y/c
1,-0.0017243
0.9941297,0.0006899
0.9841242,0.00458
0.9730225,0.0088304
0.96071,0.0134637
0.9471905,0.0184541
0.9327895,0.023659
0.9184377,0.0287311
0.9040525,0.0336976
0.8894263,0.0386243
0.8747845,0.0434297
0.8602083,0.048086
0.8455896,0.0526269
0.8308753,0.0570659
0.8160697,0.0613976
0.8012116,0.0656063
0.786329,0.0696796
0.7714316,0.0736113
0.7565122,0.0774
0.7415605,0.0810459
0.7265729,0.0845476
0.7115523,0.0879014
0.6965037,0.0911009
0.6814301,0.0941396
0.6663316,0.0970116
0.651207,0.0997129
0.6360559,0.1022399
0.6208787,0.1045891
0.6056761,0.1067592
0.5904485,0.1087511
0.5751951,0.1105658
0.5599145,0.112207
0.5446078,0.1136817
0.529279,0.1149965
0.5139341,0.1161559
0.4985781,0.1171605
0.483213,0.118011
0.4678383,0.1187089
0.452452,0.1192602
0.4370524,0.1196719
0.4216378,0.119951
0.4062077,0.1201046
0.3907655,0.1201402
0.3753197,0.1200652
0.3598832,0.1198819
0.3444678,0.1195759
0.3290788,0.1191299
0.3137159,0.1185267
0.2983782,0.1177481
0.283073,0.1167762
0.2678156,0.1155917
0.2526195,0.114166
0.2374831,0.1124668
0.2224044,0.1104685
0.2074127,0.1081518
0.1925415,0.1054788
0.1777783,0.1024076
0.1631151,0.0989229
0.1485682,0.0950195
0.1341575,0.090692
0.1199232,0.0859326
0.1058972,0.0807143
0.0921229,0.0750152
0.0787079,0.0688015
0.0657064,0.0619947
0.0532405,0.0545582
0.0414098,0.0464032
0.0303083,0.0374894
0.0200421,0.0278133
0.0109004,0.0175816
0.0044679,0.0091415
0.0015266,0.0047095
0.0003808,0.002136
0.0000129,0.0002417
0.0001903,-0.0015143
0.001391,-0.0034268
0.0043149,-0.0050998
0.0111926,-0.0064254
0.0160365,-0.0071475
0.0198457,-0.007691
0.0234685,-0.008189
0.0272481,-0.0086898
0.031571,-0.0092406
0.0373735,-0.0099452
0.0476293,-0.0111037
0.0561959,-0.0119932
0.0642487,-0.012766
0.0739322,-0.0136155
0.0872097,-0.0146421
0.0992819,-0.0154433
0.1116586,-0.0161429
0.1260217,-0.0168126
0.1402049,-0.0173366
0.1539447,-0.0177253
0.1681617,-0.0180157
0.1832833,-0.0182126
0.1984236,-0.0183092
0.2132969,-0.0183235
0.2282269,-0.018275
0.243415,-0.018179
0.2588701,-0.0180518
0.2741615,-0.0179096
0.2892675,-0.0177584
0.3042665,-0.0176022
0.3192222,-0.0174447
0.3341859,-0.0172899
0.3491985,-0.0171418
0.3642911,-0.0170046
0.3794852,-0.0168829
0.3947917,-0.0167816
0.41021,-0.0167059
0.4257251,-0.0166612
0.4412477,-0.016649
0.4567228,-0.0166665
0.4721706,-0.0167104
0.4876086,-0.0167778
0.5030511,-0.0168657
0.5185089,-0.0169714
0.5339892,-0.0170918
0.5494961,-0.0172241
0.5650297,-0.0173654
0.5805824,-0.0175127
0.5961253,-0.0176633
0.6116576,-0.0178167
0.6271849,-0.0179721
0.6427118,-0.0181293
0.6582418,-0.0182875
0.6737772,-0.0184463
0.689319,-0.0186052
0.7048674,-0.0187635
0.7204212,-0.0189207
0.7359781,-0.0190762
0.7515346,-0.0192294
0.7670859,-0.0193757
0.7826262,-0.0194995
0.7981479,-0.0195834
0.8136418,-0.0196103
0.8290975,-0.0195586
0.8445063,-0.0193916
0.8598658,-0.0190695
0.8751793,-0.0185538
0.8904472,-0.0178097
0.905659,-0.0168051
0.9208007,-0.0155068
0.9358771,-0.013877
0.9508379,-0.0118686
0.9655866,-0.0094474
0.9803965,-0.006527
0.9934464,-0.0034924
1,-0.0017243
