x/c,y/c
1.00E+00,-2.60E-04
9.94E-01,1.20E-03
9.84E-01,3.62E-03
9.72E-01,6.39E-03
9.58E-01,9.50E-03
9.43E-01,1.25E-02
9.29E-01,1.53E-02
9.14E-01,1.81E-02
8.99E-01,2.08E-02
8.84E-01,2.33E-02
8.69E-01,2.56E-02
8.54E-01,2.79E-02
8.39E-01,3.01E-02
8.23E-01,3.21E-02
8.08E-01,3.41E-02
7.93E-01,3.59E-02
7.77E-01,3.76E-02
7.62E-01,3.93E-02
7.46E-01,4.08E-02
7.31E-01,4.23E-02
7.16E-01,4.36E-02
7.00E-01,4.49E-02
6.85E-01,4.61E-02
6.69E-01,4.72E-02
6.54E-01,4.82E-02
6.38E-01,4.91E-02
6.23E-01,5.00E-02
6.07E-01,5.07E-02
5.91E-01,5.14E-02
5.76E-01,5.20E-02
5.60E-01,5.26E-02
5.45E-01,5.31E-02
5.29E-01,5.34E-02
5.14E-01,5.38E-02
4.98E-01,5.40E-02
4.82E-01,5.42E-02
4.67E-01,5.43E-02
4.51E-01,5.43E-02
4.36E-01,5.42E-02
4.20E-01,5.41E-02
4.05E-01,5.39E-02
3.89E-01,5.37E-02
3.73E-01,5.33E-02
3.58E-01,5.29E-02
3.42E-01,5.24E-02
3.27E-01,5.19E-02
3.11E-01,5.13E-02
2.96E-01,5.06E-02
2.80E-01,4.98E-02
2.64E-01,4.89E-02
2.49E-01,4.80E-02
2.33E-01,4.70E-02
2.18E-01,4.59E-02
2.02E-01,4.46E-02
1.87E-01,4.33E-02
1.71E-01,4.18E-02
1.56E-01,4.02E-02
1.40E-01,3.84E-02
1.25E-01,3.64E-02
1.10E-01,3.42E-02
9.42E-02,3.17E-02
7.90E-02,2.88E-02
6.38E-02,2.55E-02
0.04875,0.0216801
0.0339422,0.0172872
0.0193707,0.0122247
0.0073908,0.0064669
0.0021719,0.0029883
0.0003248,0.000945
0.0001507,-0.0007488
0.0020268,-0.0020483
0.0067617,-0.0027755
0.018457,-0.00255
0.0325078,-0.0017545
0.0448618,-0.0010769
0.0563448,-0.0004667
0.0673911,0.0001014
0.0782667,0.0006418
0.0891667,0.0011635
0.1002563,0.0016729
0.1116936,0.0021747
0.1236432,0.0026723
0.1362836,0.0031675
0.1498043,0.0036603
0.1643729,0.0041466
0.1796129,0.0046035
0.1942307,0.0049923
0.2083687,0.0053241
0.2222482,0.0056094
0.2360316,0.0058547
0.2498463,0.0060641
0.263798,0.0062405
0.2779767,0.0063852
0.2924584,0.006499
0.3073018,0.006582
0.3225393,0.0066339
0.3380008,0.0066543
0.3531931,0.006645
0.3681295,0.0066093
0.3828712,0.0065504
0.3974706,0.0064705
0.411973,0.006372
0.4264186,0.0062565
0.4408434,0.0061256
0.4552805,0.005981
0.4697609,0.0058239
0.4843139,0.0056557
0.4989678,0.0054777
0.51375,0.0052913
0.5286875,0.0050978
0.5438068,0.0048988
0.5591331,0.0046959
0.5746403,0.0044914
0.5899901,0.0042911
0.60509,0.0040962
0.6199386,0.0039066
0.6345369,0.0037221
0.6488867,0.0035427
0.6629905,0.0033681
0.6768516,0.0031984
0.6904739,0.0030333
0.7038613,0.0028727
0.7170183,0.0027165
0.7299498,0.0025645
0.7426604,0.0024166
0.7551554,0.0022726
0.7674397,0.0021325
0.7795185,0.001996
0.791397,0.0018631
0.8030802,0.0017337
0.8145733,0.0016076
0.8258814,0.0014847
0.8370093,0.0013649
0.8479618,0.0012481
0.8587439,0.0011342
0.8693601,0.0010231
0.8798149,0.0009147
0.8901128,0.0008089
0.900258,0.0007056
0.9102548,0.0006047
0.9201072,0.0005062
0.9298191,0.00041
0.9393944,0.000316
0.9488367,0.0002241
0.9581495,0.0001342
0.9673365,0.0000464
0.9764008,-0.0000395
0.9853458,-0.0001236
0.9941745,-0.0002058
1,-0.0002597
