Alpha,Cl,Cd,Cm
-180.0,0.0,0.053553969067199496,0.0
-178.21428571428572,0.03178642521355882,0.05460889631127338,0.0714285714285711
-176.42857142857144,0.06357285042711763,0.057769537320241475,0.1428571428571422
-174.64285714285714,0.09535927564067692,0.06302337756734396,0.21428571428571444
-172.85714285714286,0.1271457008542357,0.07034963182954154,0.28571428571428553
-171.07142857142858,0.15893212606779455,0.07971931442433197,0.35714285714285665
-169.2857142857143,0.19071855128135337,0.09109535230909682,0.3847963407577944
-167.5,0.22250497649491222,0.10443272973913947,0.34678719265227875
-165.7142857142857,0.2542914017084714,0.11967866392189683,0.30877804454676316
-163.92857142857142,0.28607782692203026,0.13677281098427035,0.27076889644124813
-162.14285714285714,0.3178642521355891,0.15564750145214565,0.23275974833573315
-160.35714285714286,0.34965067734914795,0.17622800432639116,0.19475060023021812
-158.57142857142858,0.38143710256270674,0.1984328187284231,0.19132816621770404
-156.78571428571428,0.41322352777626603,0.22217399198119736,0.19655241072844043
-155.0,0.4450099529898248,0.24735746288867075,0.20177665523917676
-150.35714285714286,0.45011902771454076,0.3188530361602131,0.21535969096709123
-145.7142857142857,0.4540575171860032,0.3974936388187853,0.2236998897227143
-141.07142857142858,0.45351653617100973,0.4811731345830187,0.23160318539731292
-136.42857142857144,0.44655302364425437,0.5676476228175207,0.24171837879336555
-131.78571428571428,0.43206392514872405,0.6545945803279667,0.25249714150585445
-127.14285714285714,0.4095372352145623,0.7396740989500514,0.26274086077500497
-122.50000000000001,0.3789194219199328,0.8205906115946018,0.2726501778920689
-117.85714285714286,0.3405347761564567,0.895153486394225,0.28101469639200066
-113.21428571428572,0.2950282878761243,0.9613348980635444,0.2875769498386112
-108.57142857142857,0.24331872059717527,1.017323456764425,0.29257486359752244
-103.92857142857143,0.18655543816486894,1.0615721857952893,0.29405301305911014
-99.28571428571428,0.12607593469139428,1.0928395873909267,0.29460427965088953
-94.64285714285715,0.06336281653979733,1.1102227169490764,0.2900576904587239
-90.0,4.771389114395182e-17,1.1131813953488372,0.2855111012665583
-85.35714285714285,-0.06336281653979733,1.1102227169490764,0.27674573037015715
-80.71428571428572,-0.12607593469139428,1.0928395873909267,0.267980359473756
-76.07142857142857,-0.18655543816486894,1.0615721857952893,0.25480761079761327
-71.42857142857143,-0.24331872059717527,1.017323456764425,0.2408335207069721
-66.78571428571428,-0.2950282878761243,0.9613348980635444,0.22437921089119525
-62.14285714285713,-0.3405347761564567,0.895153486394225,0.20682258119758035
-57.5,-0.3789194219199327,0.8205906115946022,0.1883207978900786
-52.857142857142854,-0.4095372352145623,0.7396740989500514,0.16900888291353094
-48.214285714285715,-0.43206392514872405,0.6545945803279667,0.14963015427983395
-43.57142857142857,-0.44655302364425437,0.5676476228175209,0.13014452379469804
-38.92857142857143,-0.4535165361710098,0.48117313458301897,0.11077722815172297
-34.285714285714285,-0.4540575171860032,0.3974936388187851,0.09180438198261734
-29.642857142857146,-0.45011902771454076,0.3188530361602131,0.07901439846867424
-25.0,-0.4450099529898249,0.2473574628886708,0.14041876681668172
-25.0,-0.95510901899927,0.2882165551783048,0.14041876681668172
-24.5,-0.9402818332488142,0.28436404309567737,0.1360072345320134
-24.000000000000004,-0.9247612706246936,0.28015555277124027,0.13135394820844218
-23.5,-0.9088680959055878,0.27558124782828103,0.12664069942849324
-23.0,-0.5432216716066544,0.2188458207753253,0.06395586966892426
-22.5,-0.5354768647708984,0.2150855558708823,0.061559944807901494
-22.0,-0.5278876904208429,0.21110802274285537,0.05905917546304642
-21.5,-0.5204941431767415,0.2068625579004499,0.05650237906170056
-21.0,-0.5158664613589687,0.20225560153983632,0.05312016833560329
